,Id,Price
0,725,159415.67845309738
1,15856,245026.77197622674
2,5480,178001.11456246898
3,15664,337672.6988544037
4,14275,144257.13455126516
5,7633,206384.95340478414
6,13329,159032.20103924818
7,5502,224445.53545925205
8,4220,300072.5192558049
9,11538,206444.99165135567
10,15975,266609.6741649976
11,3310,216251.52907945195
12,9286,138152.87808023646
13,11260,199153.78619687515
14,5214,104691.95743317944
15,11307,183570.27043688335
16,13543,389547.4557011883
17,615,173666.66757842354
18,3495,217749.62170388803
19,2321,256696.06226857592
20,12046,183222.96444918003
21,16688,146541.3281921496
22,12694,220451.8759499208
23,783,167793.69118483865
24,8968,163573.2406246219
25,13454,184982.59077696694
26,12190,252092.8842724688
27,11160,106970.7729796026
28,10291,180463.77975187832
29,891,282772.7871066191
30,2982,177038.2104125813
31,3818,271468.2890926812
32,2449,183891.01634326452
33,8317,165708.699232426
34,4922,166524.15157542602
35,1257,231012.36606043304
36,9348,210017.22347316658
37,4176,174149.8753392443
38,10704,161618.88878929114
39,6624,114347.67313038457
40,5428,204345.31022438782
41,12749,171751.74386701972
42,8994,203695.81877626994
43,11513,147315.95884430147
44,3047,203205.47931146255
45,9519,209295.71576231235
46,12309,237450.69346751386
47,14081,252559.25191431545
48,8334,252929.7681787243
49,6343,185184.67517906456
50,14788,132937.13828534505
51,15748,244376.87990405646
52,153,238451.38220404464
53,14149,176881.2465722244
54,269,192342.61950771397
55,5452,129102.17232113534
56,721,140118.65907553062
57,5079,307874.9849416209
58,2831,111603.28909692855
59,10614,110714.75498718976
60,10131,285519.16375239467
61,9996,305508.40699427703
62,3061,192535.9536302182
63,11733,302088.67709412036
64,3726,234220.32592047838
65,10929,220748.0408748585
66,9011,216408.39104749597
67,16182,269048.6568610778
68,4976,182733.63393031523
69,9897,255655.37424724887
70,1872,167652.2800570193
71,9205,340000.3629349681
72,5403,388938.28895562317
73,14074,179872.1916916495
74,6268,154485.8433161183
75,14232,162732.07678952644
76,8532,219279.00130444433
77,7034,343902.10510433366
78,6553,493197.8815620569
79,3133,169881.3680437706
80,8596,213246.2170649256
81,12389,247777.81120508976
82,14462,178302.86117141476
83,8860,285722.0822023038
84,8377,309156.1331513327
85,6367,330304.4702104849
86,6917,247245.233628744
87,4216,200952.45577052282
88,5806,174975.952224523
89,5438,190623.096006317
90,6632,219649.82614947215
91,2650,155364.65316835334
92,5396,148751.4686639635
93,4044,153420.97519510327
94,1345,247158.6581792377
95,856,169842.1687099248
96,12791,258760.33367055067
97,12499,213701.44259038757
98,12249,129511.66637785066
99,14641,152946.16082701818
100,1919,163298.5738178685
101,7848,191242.83659475885
102,10749,188730.8967630018
103,15554,178531.96107598438
104,15834,211535.18512637206
105,1355,171544.55230209595
106,15451,178958.96891829913
107,12401,218128.91853934425
108,10290,165868.51864826243
109,9462,130788.82475253685
110,3103,235095.56010182633
111,3420,142731.58369539425
112,12262,240395.3685007423
113,5032,138875.33452536678
114,8949,330052.3099523586
115,15567,229225.0731373242
116,16389,165490.56755073825
117,7809,92415.51390638037
118,8990,202046.3954841081
119,16089,223511.20765136712
120,12743,108674.25227234015
121,5132,125591.8456635575
122,1619,272902.40231749526
123,2428,82370.15453574061
124,16741,160307.43901995578
125,13193,213991.22718698304
126,12588,541300.7254784639
127,5067,167882.28943158488
128,14685,126952.0250802239
129,2292,167515.42283606782
130,5746,125857.28661548969
131,12578,188519.7003116241
132,14834,180493.55105727285
133,2147,174532.77118515133
134,8222,133191.42797583345
135,10419,260652.57368426706
136,11492,206718.01534994564
137,3006,224870.02345805583
138,8761,195041.29382043623
139,15371,313946.6299090718
140,16367,159724.93869477336
141,6317,265940.6481686311
142,10878,267694.1114275789
143,3895,157347.16444826778
144,8041,122557.44821807065
145,13428,475353.02154786733
146,14669,145433.73689960985
147,1006,180224.4712341454
148,12271,173940.48712659793
149,3764,206589.03598460337
150,7675,206388.90938916875
151,11709,284923.7693175606
152,8629,145289.86921375964
153,1105,361813.2791581825
154,6096,199905.24960780249
155,11727,212336.78398092766
156,5157,138702.60248907964
157,3679,140665.40744877377
158,1755,131617.8343408628
159,7391,208347.28236630847
160,7425,106870.8814445053
161,6882,316448.9223334097
162,10752,416154.10052836465
163,7472,225808.33323003072
164,14320,108095.13665876757
165,9596,166374.50120236876
166,5317,204544.19424983166
167,7378,86653.81185013757
168,16154,181327.20316963262
169,3464,205594.9660137948
170,4197,231828.08001571844
171,9477,117590.20254097336
172,12705,194308.99440252435
173,16426,198769.47473807045
174,1481,70250.93593683424
175,9946,235130.65083754106
176,12025,224468.3242683256
177,5341,227378.31628293128
178,9923,292874.348714467
179,7953,260103.36816235632
180,11066,249167.7788277752
181,5037,167689.8692791157
182,2509,185602.46562627295
183,4937,303976.11901360896
184,12089,355983.3573541197
185,4964,174983.69984843847
186,16500,252288.3601256572
187,4625,152355.02603814486
188,2363,439918.98878124676
189,8148,186694.0110748613
190,3804,192446.18976649875
191,4584,153721.1532922213
192,10694,112746.97903320241
193,2691,170704.3084635218
194,2983,216688.51738722052
195,13563,439204.2906204726
196,10747,211179.05105089574
197,1721,196965.98477451262
198,2789,285100.18640854023
199,7214,255472.8486818177
200,8659,234170.20903940976
201,5107,306875.70378926577
202,3843,231017.71752976163
203,14610,415591.7322068381
204,15505,167719.75542275156
205,5060,261592.9980682856
206,16055,243303.39095787395
207,14963,211820.88018080275
208,4118,145031.93942672206
209,1672,201092.63950378177
210,3209,164678.07132840983
211,16515,141811.62566162916
212,973,175795.03747357792
213,12529,187229.11284075075
214,5896,119078.64796412562
215,5450,291411.52936356916
216,3249,178306.36395444686
217,8911,177342.2186201784
218,5898,239948.6399324763
219,1024,176297.94057588823
220,4766,207871.03854848782
221,15804,181865.87196846018
222,14303,180306.1436252145
223,10707,179834.1565157177
224,6605,219194.74747106404
225,1138,416897.75318416033
226,14088,439724.7573477289
227,9154,184031.2947467276
228,8190,204099.8528828162
229,398,244721.14420735772
230,13302,291413.48887094203
231,9696,150829.14123282107
232,16786,118053.82879283726
233,16230,192548.88177743848
234,6552,187702.80668148238
235,923,209528.21255844296
236,9602,302609.73785819876
237,5857,260529.89676326365
238,8120,163562.86056240328
239,7134,188379.46694174886
240,11726,172182.13023106958
241,8069,117184.39778796004
242,12420,174464.7405430287
243,8604,198023.38319155065
244,4854,276396.74552744103
245,12212,201988.69201464244
246,12099,335420.58862390934
247,3882,378916.4407197995
248,6995,331738.2884972148
249,10172,225916.64017695235
250,11672,319882.43944611266
251,12897,294487.24390696874
252,16097,218478.53320231088
253,6779,248205.5355125651
254,11199,202247.69110622726
255,10816,245520.1212605352
256,143,378364.8180455804
257,5399,243557.99766166383
258,3286,155802.28244467833
259,13706,211260.49812141413
260,1935,387270.16073122673
261,16000,199957.89479543432
262,2860,213427.87675281567
263,11407,176079.2098162519
264,16378,265398.81190817134
265,12278,184566.17094696886
266,3842,189644.19769889503
267,2692,331314.57580873545
268,7699,187485.64805289105
269,6825,273497.3600619404
270,7268,286587.6234321015
271,1477,388682.99024322745
272,9887,206577.77826667053
273,9436,188146.47373762142
274,3179,302944.4573862711
275,1350,463056.11953579134
276,10643,213844.83660585084
277,5793,170640.56372177936
278,11494,365815.31988077326
279,4206,190120.19400317527
280,12419,244972.77436033875
281,8530,226356.7647496423
282,5985,179018.15508354214
283,8908,208100.19001394618
284,256,125152.65699394568
285,7234,171305.87724480705
286,5648,216847.40454171295
287,3014,202393.14681495234
288,2184,185944.68152392274
289,9189,273840.09742274444
290,14884,185303.712413647
291,10333,161726.24153370046
292,15896,135880.77562174568
293,13269,157405.4736408515
294,8603,223053.49333329496
295,15087,165494.94373760867
296,4344,186102.17433217182
297,7981,67947.80247454089
298,10908,243630.5156338838
299,6190,165306.30017180246
300,11742,216400.2446642895
301,9224,150142.72705826323
302,14667,225547.67755250804
303,458,176042.0186957562
304,2464,331820.0680651696
305,12320,249577.96662498504
306,278,199471.29876137126
307,2912,219542.64593336752
308,6698,216494.82329730477
309,4510,123411.5754677519
310,4183,194585.25024406155
311,5551,208086.5226805335
312,12187,165610.93116806156
313,7948,222329.76587356863
314,10808,188136.28672953116
315,12432,184415.19081329444
316,5356,178468.49519888315
317,8984,547896.135623287
318,9203,184662.78872164126
319,15412,87907.58967693127
320,12041,125715.68106090125
321,7644,248472.4217566868
322,7071,189680.0953511752
323,10685,177951.6525525914
324,6763,287690.786490394
325,940,140184.54888827735
326,14959,190509.21248380028
327,1338,159949.2159776163
328,5351,139633.58915220707
329,6524,191431.14693832234
330,12516,153157.06466074192
331,3288,284535.03184482636
332,3146,235650.53220271747
333,3954,183997.64323877275
334,11955,166392.08679089023
335,1211,208032.94504660438
336,15668,218619.29884487868
337,1320,89603.6375085818
338,9108,170158.3501990887
339,16482,366639.66654224246
340,5017,147598.61688343558
341,8290,218034.38430248928
342,4304,409458.5223018056
343,1930,210658.53404009444
344,12530,173563.33655221193
345,11295,304284.2497554567
346,3002,150005.81870972918
347,15483,162681.32262694207
348,11525,205254.91235646998
349,13978,131909.8232518867
350,4885,155998.15135402573
351,8325,180293.9678844761
352,3630,131796.49206856868
353,9165,173712.0855504873
354,13945,227561.72223783188
355,10663,189487.02466695642
356,14803,177454.54880059793
357,7621,159414.5934699489
358,8205,227923.29592093956
359,10387,198098.46219687883
360,5457,151423.14444550098
361,10234,322354.1187131624
362,6251,177686.2281938019
363,701,251900.1627100633
364,7930,175812.03214524992
365,15028,147322.7625770516
366,12172,70734.76628083525
367,5805,184037.90571692627
368,7411,319320.21482234314
369,14806,178107.21813080096
370,7890,165185.47706729802
371,10440,149238.20088627463
372,14926,160554.71715688828
373,5381,151673.67629248867
374,3800,335813.70573294314
375,10511,225069.53430526768
376,9324,247754.07282854943
377,3313,224834.47706476218
378,7351,148763.22883948768
379,8459,191946.20305464123
380,9957,139355.35354467094
381,12024,147165.10067729876
382,4380,244345.69004345412
383,5042,124034.63171415108
384,13289,151810.9281089451
385,13407,384475.71586589713
386,13258,145653.55482084566
387,15993,295248.76876538654
388,12525,184675.1475463405
389,4062,217941.47907695256
390,12065,285936.477952178
391,8227,168651.95270448044
392,11333,167368.49052646436
393,2867,135248.1246240092
394,3319,252152.99988393957
395,3523,297488.9802266752
396,7055,197219.16838338814
397,14930,173140.096850672
398,3444,131123.525028733
399,2940,321572.9510035108
400,6935,391619.5622583394
401,16116,433701.45415125147
402,13370,237464.38678571233
403,6103,241842.21160625227
404,7446,183498.26628129644
405,1859,174874.38114004605
406,4079,176936.05794873837
407,3228,182991.09842024045
408,9665,163311.26849527273
409,15957,370695.0093153884
410,11533,187921.68809472804
411,2314,119108.36733843273
412,4096,195923.47625301214
413,13437,174666.11755176607
414,5980,211151.41893703508
415,2008,187687.0026436037
416,6754,200241.13558401744
417,4129,166988.50019717283
418,14557,253817.6000586183
419,7096,340070.97460457357
420,14297,266456.64857086894
421,3967,253327.6720207245
422,16485,115974.19569343986
423,13075,291647.0306758157
424,14289,189612.0524417048
425,10988,168127.01214439032
426,3230,153109.77674279473
427,13250,179454.4517744685
428,2559,157298.6328813239
429,7739,317758.38324024057
430,7213,158918.26449065757
431,6639,227931.1372720637
432,3164,321942.5327772174
433,15207,148698.42031997588
434,5113,183644.25505248783
435,3929,148034.76979950408
436,14493,252018.4436930689
437,11110,186282.0848813108
438,2033,202322.71786794314
439,16057,212251.45787131667
440,16709,222009.14025221512
441,14313,160513.35475983797
442,1028,316740.2779092955
443,7187,108149.41672204147
444,3738,341823.9490417166
445,9869,314532.8838307568
446,12644,203033.46602102404
447,3686,122554.2043270099
448,9196,262742.29934488767
449,12326,197903.10384020992
450,4936,203960.2933758509
451,13314,169044.3906644619
452,9857,312193.03882015153
453,519,206922.96712368296
454,8410,176148.50832932923
455,1720,188544.49834260787
456,10341,239785.71365979713
457,14415,191386.3587144121
458,10613,316327.29361639876
459,8027,205788.83896745258
460,15539,268691.7616703516
461,7431,268282.2632997708
462,1370,137661.84207998024
463,12708,154642.18482159148
464,2250,216268.4483622388
465,14758,142304.59936645263
466,8525,330301.1726206242
467,1538,300350.75658731523
468,1142,151823.60038552262
469,1152,239965.9782468139
470,9802,186663.10917211373
471,3331,317285.89578229276
472,15203,191177.61199774715
473,4247,186736.98101665537
474,1976,478480.35244773387
475,2346,180201.64967605722
476,10078,253887.1470030533
477,1938,216426.50938177385
478,7819,193283.46002633215
479,2168,240798.88912261624
480,15634,221671.1872851765
481,8465,229412.34762688127
482,9313,178328.77876553353
483,6539,137022.5882216184
484,6325,104262.27439501355
485,13442,246699.693450846
486,9967,212500.42439587324
487,7893,269137.39009288186
488,2861,189725.05028913505
489,11031,339225.29244391224
490,15073,121325.20858188138
491,13837,165400.26227839518
492,2524,248106.17135191418
493,8617,214279.40741683196
494,13513,181263.93501563516
495,3081,240069.05085548
496,10675,336403.358975301
497,1907,77995.61332476065
498,4872,258556.65808841036
499,16274,326531.5237192293
500,11837,241942.4433671962
501,16577,244092.51576483637
502,5231,311489.4735096901
503,11315,204705.4163293104
504,273,215739.86571912005
505,8363,213728.51803682937
506,4255,221683.80508409403
507,16330,251420.6355948327
508,11528,175307.3505967646
509,14799,262416.43467365665
510,1611,299556.30828175263
511,9234,192274.36028147035
512,1633,115421.12332313774
513,6791,218218.29157008414
514,11567,403930.44854359044
515,3070,219896.13045928237
516,12094,211916.18105289276
517,14335,400301.6907748069
518,137,167108.47000422148
519,7182,162402.18931598106
520,11718,188100.40136743776
521,5194,102323.63953129471
522,97,360883.88609865546
523,5118,452537.56861274235
524,13920,323733.9956565212
525,9952,194634.3379543528
526,15337,204588.08539535967
527,10243,214301.14715023967
528,4048,379248.102108383
529,171,148252.98575948543
530,11378,162107.0928237278
531,14190,171473.66659164312
532,15265,138249.45400174925
533,2740,129905.35189502663
534,5573,290077.25054802047
535,4481,219125.67912612075
536,2631,147378.56741554438
537,4984,253866.70302393034
538,16466,185863.71559118613
539,16716,126643.34110553435
540,15325,179849.95376821503
541,10115,181856.07989925361
542,117,247393.68755284313
543,5476,115978.25907628746
544,11757,178184.36638088763
545,12359,128672.78027580437
546,15546,189573.88473807293
547,8133,169142.75789941242
548,9018,232493.20510518743
549,2075,165599.34979615253
550,11170,297979.158060512
551,15733,211672.84633316923
552,9280,145677.89089524225
553,10734,331259.31336266105
554,14071,159757.77928863312
555,7373,225758.5490563242
556,14736,167476.19178660045
557,3458,116600.98782211762
558,6183,169569.7159608914
559,7825,227157.71033236253
560,16775,174305.70088136816
561,5717,176896.990539376
562,12397,145882.7264185865
563,8189,543361.6005245419
564,4423,219034.76585474392
565,3994,124602.43171698191
566,10342,182032.83456144462
567,10051,175090.08586427837
568,9453,145838.9753769753
569,12593,505458.1672668949
570,1274,88934.38788723851
571,6933,349403.3654169383
572,1761,152858.09560725925
573,7157,343758.55413969833
574,15169,152704.59574355005
575,6792,354974.54185813904
576,13830,170566.96056890814
577,7240,188520.22942357964
578,3051,275784.7976799314
579,6550,122460.63252481396
580,4603,188695.60092703247
581,5729,170741.04854962157
582,13473,310232.1911154149
583,15104,125819.68311689442
584,6599,409196.25764631253
585,2216,362907.3260613739
586,8721,286969.84765086113
587,3645,198837.69622253545
588,8664,213397.39824497615
589,11001,198330.9739358598
590,753,156137.00973083935
591,8129,221010.80395524396
592,15235,185152.3620659978
593,3359,204680.77092710795
594,10424,241486.12737450484
595,10226,229039.89621568026
596,9252,165125.93268454616
597,3008,246416.17258740938
598,5849,168662.69144780198
599,8494,195901.62651045452
600,6764,331967.0436701222
601,12445,308675.2606229613
602,11716,189456.12309362958
603,4508,123051.93529199016
604,5669,205523.95641963973
605,11427,130251.4508025798
606,11065,176122.03917321033
607,8910,218838.59607057823
608,16401,94209.78222054988
609,11913,151406.82989078638
610,6221,227270.59829408652
611,10839,191093.97807064396
612,2809,202631.95386446433
613,13311,148702.21277011352
614,6866,192012.87507369637
615,6019,181295.54881474763
616,3024,172517.47293988278
617,1391,216832.89984005596
618,15904,201306.0405839416
619,15858,229639.246940812
620,9911,177144.52168989385
621,16579,210580.15943708
622,4394,261281.0354930281
623,1468,463914.87319895386
624,12965,145813.8588414965
625,2249,153737.40119164265
626,14384,154277.43967195434
627,13040,124703.14196368003
628,8872,144558.60483428722
629,12864,243835.23591285496
630,15712,172529.4952543404
631,14049,157519.50682897816
632,1840,111587.42586531272
633,12019,179942.86127243272
634,8948,174049.22902226928
635,15154,254532.44606316913
636,6943,149424.26643848198
637,12564,372832.6209191539
638,12766,166078.87346577548
639,7255,242620.96584349484
640,7962,154449.95666392034
641,709,145008.25712766201
642,4634,140099.8626644609
643,889,222347.80753741885
644,4774,131652.7692678137
645,13890,173064.31191075008
646,15431,138746.88293277708
647,8726,338719.2184074882
648,10373,142438.23534303848
649,6413,178721.25229954772
650,9761,133229.96323608884
651,15864,181150.6581710405
652,6147,139918.6354538472
653,3384,226855.77464133516
654,320,226961.75865375795
655,8006,190787.21296664973
656,14395,186269.51422046885
657,14976,110170.2594262541
658,12185,219516.18676775112
659,4779,134655.69473767994
660,8551,150808.8699345914
661,9025,342485.9778357852
662,10616,220319.67926740673
663,7475,107965.25625751713
664,6341,317083.40138513007
665,14163,148401.89430311753
666,2211,190437.12260845865
667,10532,289370.6094682839
668,14338,132586.762109485
669,831,176687.6257634892
670,3382,166450.9827004673
671,9209,296912.7394331127
672,7188,228397.857330998
673,7197,215085.86616966338
674,11270,160023.85517302502
675,15918,94275.88102058704
676,6937,538566.0611660953
677,6178,187231.66721121606
678,10668,133198.5454006389
679,1413,268500.08078896493
680,6884,314437.5262248918
681,8266,210524.54765538356
682,14019,184641.09588290378
683,16764,142430.33887403418
684,15306,172012.7986969928
685,3740,252736.82140985684
686,5298,196589.4323109189
687,8319,174925.55003409387
688,4229,185841.77101038647
689,13429,196411.3523510812
690,1753,190952.69931760078
691,860,256821.71247208366
692,14219,144162.3373622274
693,12113,200980.85375623667
694,11309,142303.8959280965
695,9930,205373.75289054285
696,10570,211055.98258510054
697,2839,160167.87687028915
698,6699,126311.22178630791
699,16647,124486.07337122835
700,5325,253364.4448928905
701,13733,156957.90134794964
702,7818,298281.29192792316
703,12505,217347.5115672366
704,9489,194659.93410125177
705,10106,188160.9781925921
706,7864,191114.57774419108
707,5134,221577.90406179108
708,11859,146503.24625811115
709,7440,370138.13066942024
710,1525,303805.99511466944
711,7339,188107.56585847712
712,8,310974.61236959894
713,3248,113417.13486197744
714,8995,238669.09819493242
715,15178,76102.95709616343
716,8594,168778.09593717536
717,15770,241521.8317801186
718,15859,328874.6252992553
719,1735,314836.8904768737
720,11410,512454.46308549214
721,16397,160668.01551466642
722,3572,145121.08640582007
723,5501,107532.98849322632
724,969,182106.96837724236
725,6977,380506.9541551655
726,1233,170805.66485580787
727,4258,149210.90007926352
728,90,222496.8634623783
729,16650,175820.44122866465
730,197,110988.39918310559
731,12514,271628.8897007121
732,4367,184077.27232519726
733,3199,166258.20437754507
734,5600,202381.99709387944
735,11641,171103.4260919169
736,14609,119066.97921300265
737,12775,165104.01989560758
738,14240,169335.29042068488
739,7933,197278.50955341032
740,6945,368823.4077448395
741,14006,201383.75691969806
742,6320,280548.564100212
743,12061,199354.42077197597
744,16369,214500.68229125667
745,16354,343657.5761468464
746,3970,356779.35285284685
747,1048,208015.05634269337
748,3639,209559.7243446099
749,14448,252849.0813571976
750,2812,335763.73364731134
751,3932,150998.31220540786
752,14875,270913.030628113
753,8883,112705.18493921262
754,7622,285120.4431469723
755,7252,122855.63831052552
756,9751,179829.71508018972
757,2378,200094.40352935623
758,6816,265365.08487790974
759,15358,212422.02321770784
760,7843,160226.4614026063
761,10448,394792.65621536603
762,7840,301581.85893553944
763,8880,244176.88493003935
764,12551,333686.50748942257
765,15470,216374.31530676503
766,16207,226736.40464317088
767,12123,123900.77990691032
768,15247,287520.7659772784
769,7481,198595.67549349205
770,16171,340089.313615781
771,7461,316162.77161115175
772,902,243116.37587065552
773,13094,161350.6775157101
774,11584,247281.417782963
775,4462,203290.89504384392
776,15576,146247.04567383113
777,16606,234179.25624833794
778,5427,311390.0004315349
779,7725,157404.68931629465
780,5409,167919.86663025952
781,12579,128196.79697617241
782,12013,257241.71094130378
783,11321,218807.4135365059
784,9932,143543.14456276433
785,591,172261.88751120397
786,10357,209305.37548478442
787,3336,239195.46073606628
788,13,180365.65266760637
789,4809,223153.51392130324
790,7555,202172.51101102438
791,15172,388793.6499919601
792,6989,160836.95117769597
793,4707,179313.12076065634
794,2046,226475.4854544969
795,6495,118788.69242483996
796,3873,183532.4895443144
797,7061,193198.0328587387
798,12112,219419.1409638976
799,8917,360590.3632658854
800,7735,151837.501544536
801,16442,211914.8262570551
802,4244,168112.22630264866
803,3747,321957.33964242326
804,11086,167011.89763659917
805,10080,210088.24659264061
806,15057,244001.25221131052
807,1331,199349.56986952035
808,8891,182105.50604962494
809,13411,219678.24275835298
810,16730,218186.5300188699
811,2267,208398.00649023135
812,3022,181818.44017379146
813,11190,215157.46919203835
814,11857,192773.4864867686
815,9318,183123.6237163951
816,16512,170824.71843304046
817,2053,225012.57100106025
818,13707,119634.81990891854
819,12143,147821.05639772085
820,14080,159795.66408897314
821,6130,175170.89170983317
822,7936,85794.24738228122
